Outlet_ID,area(sqft),revenue_totals,volume_totals,units_totals,revenue_IP1,revenue_IP2,revenue_IP3,revenue_IP4,revenue_IP5,revenue_BP1,revenue_BP2,revenue_BP3,revenue_BP4,revenue_BP5,volume_IP1,volume_IP2,volume_IP3,volume_IP4,volume_IP5,volume_BP1,volume_BP2,volume_BP3,volume_BP4,volume_BP5,units_IP1,units_IP2,units_IP3,units_IP4,units_IP5,units_BP1,units_BP2,units_BP3,units_BP4,units_BP5,revenue_month1,revenue_month2,revenue_month3,volume_month1,volume_month2,volume_month3,volume_week7
ID9528,5763,2904230.0,5833.8,29169.0,508900.0,678780.0,690250.0,550400.0,475900.0,0.0,0.0,0.0,0.0,0.0,1017.8000000000001,1508.4,1255.0,1100.8000000000002,951.8000000000001,0.0,0.0,0.0,0.0,0.0,5089.0,7542.0,6275.0,5504.0,4759.0,0.0,0.0,0.0,0.0,0.0,911190.0,946540.0,1046500.0,1829.2,1911.0000000000002,2093.6,655.4000000000001
ID2152,3226,3516500.0,7039.8,35199.0,587700.0,630810.0,733590.0,688700.0,875700.0,0.0,0.0,0.0,0.0,0.0,1175.4,1401.8000000000002,1333.8000000000002,1377.4,1751.4,0.0,0.0,0.0,0.0,0.0,5877.0,7009.0,6669.0,6887.0,8757.0,0.0,0.0,0.0,0.0,0.0,1184780.0,1292730.0,1038990.0,2358.2000000000003,2590.6000000000004,2091.0,457.20000000000005
ID3656,4795,3927120.0,7858.0,39290.0,823000.0,644400.0,766920.0,896400.0,796400.0,0.0,0.0,0.0,0.0,0.0,1646.0,1432.0,1394.4,1792.8000000000002,1592.8,0.0,0.0,0.0,0.0,0.0,8230.0,7160.0,6972.0,8964.0,7964.0,0.0,0.0,0.0,0.0,0.0,1291100.0,1288030.0,1347990.0,2593.4,2570.8,2693.8,508.4000000000001
ID4395,3719,3308400.0,6653.6,33268.0,788000.0,668970.0,615230.0,593100.0,643100.0,0.0,0.0,0.0,0.0,0.0,1576.0,1486.6000000000001,1118.6,1186.2,1286.2,0.0,0.0,0.0,0.0,0.0,7880.0,7433.0,5593.0,5931.0,6431.0,0.0,0.0,0.0,0.0,0.0,1227810.0,1065630.0,1014960.0,2446.6000000000004,2145.2000000000003,2061.8,613.4000000000001
ID7405,4797,3381120.0,6766.0,33830.0,674600.0,584010.0,693110.0,684600.0,744800.0,0.0,0.0,0.0,0.0,0.0,1349.2,1297.8000000000002,1260.2,1369.2,1489.6,0.0,0.0,0.0,0.0,0.0,6746.0,6489.0,6301.0,6846.0,7448.0,0.0,0.0,0.0,0.0,0.0,1217430.0,1136050.0,1027640.0,2453.8,2254.6000000000004,2057.6,517.0
ID9945,3050,3901990.0,7759.400000000001,38797.0,970800.0,498600.0,854590.0,727200.0,850800.0,0.0,0.0,0.0,0.0,0.0,1941.6000000000001,1108.0,1553.8,1454.4,1701.6000000000001,0.0,0.0,0.0,0.0,0.0,9708.0,5540.0,7769.0,7272.0,8508.0,0.0,0.0,0.0,0.0,0.0,1119350.0,1513120.0,1269520.0,2227.8,3011.2000000000003,2520.4,663.4
ID6950,5765,3940950.0,7963.8,39819.0,945300.0,835650.0,570900.0,818600.0,770500.0,0.0,0.0,0.0,0.0,0.0,1890.6000000000001,1857.0,1038.0,1637.2,1541.0,0.0,0.0,0.0,0.0,0.0,9453.0,9285.0,5190.0,8186.0,7705.0,0.0,0.0,0.0,0.0,0.0,1328610.0,1227930.0,1384410.0,2661.8,2501.2000000000003,2800.8,605.4
ID5199,4126,3248030.0,6550.8,32754.0,523400.0,763200.0,631730.0,641100.0,688600.0,0.0,0.0,0.0,0.0,0.0,1046.8,1696.0,1148.6000000000001,1282.2,1377.2,0.0,0.0,0.0,0.0,0.0,5234.0,8480.0,5743.0,6411.0,6886.0,0.0,0.0,0.0,0.0,0.0,1179750.0,1138760.0,929520.0,2366.6,2284.6,1899.6000000000001,364.0
ID5556,3439,3771090.0,7528.0,37640.0,1048000.0,591300.0,800690.0,708600.0,622500.0,0.0,0.0,0.0,0.0,0.0,2096.0,1314.0,1455.8000000000002,1417.2,1245.0,0.0,0.0,0.0,0.0,0.0,10480.0,6570.0,7279.0,7086.0,6225.0,0.0,0.0,0.0,0.0,0.0,1321840.0,1061770.0,1387480.0,2634.0,2133.2000000000003,2760.8,339.0
ID8920,4936,3819870.0,7612.8,38064.0,825400.0,578520.0,855250.0,903600.0,657100.0,0.0,0.0,0.0,0.0,0.0,1650.8,1285.6000000000001,1555.0,1807.2,1314.2,0.0,0.0,0.0,0.0,0.0,8254.0,6428.0,7775.0,9036.0,6571.0,0.0,0.0,0.0,0.0,0.0,1318280.0,1455000.0,1046590.0,2634.2000000000003,2921.2000000000003,2057.4,765.8000000000001
ID6352,4223,3415780.0,6790.6,33953.0,820400.0,501030.0,837650.0,575800.0,680900.0,0.0,0.0,0.0,0.0,0.0,1640.8000000000002,1113.4,1523.0,1151.6000000000001,1361.8000000000002,0.0,0.0,0.0,0.0,0.0,8204.0,5567.0,7615.0,5758.0,6809.0,0.0,0.0,0.0,0.0,0.0,1303250.0,999450.0,1113080.0,2597.6,1987.4,2205.6,494.0
ID2508,4266,3275700.0,6579.200000000001,32896.0,694000.0,607860.0,590040.0,820300.0,563500.0,0.0,0.0,0.0,0.0,0.0,1388.0,1350.8000000000002,1072.8000000000002,1640.6000000000001,1127.0,0.0,0.0,0.0,0.0,0.0,6940.0,6754.0,5364.0,8203.0,5635.0,0.0,0.0,0.0,0.0,0.0,1073750.0,907320.0,1294630.0,2172.6,1804.6000000000001,2602.0,350.6
ID5561,4393,2992430.0,5987.8,29939.0,665000.0,458010.0,543620.0,749900.0,575900.0,0.0,0.0,0.0,0.0,0.0,1330.0,1017.8000000000001,988.4000000000001,1499.8000000000002,1151.8000000000002,0.0,0.0,0.0,0.0,0.0,6650.0,5089.0,4942.0,7499.0,5759.0,0.0,0.0,0.0,0.0,0.0,903290.0,1002340.0,1086800.0,1804.0000000000002,2005.8000000000002,2178.0,647.4000000000001
ID6952,5690,3108260.0,6210.6,31053.0,594200.0,464850.0,600710.0,831600.0,616900.0,0.0,0.0,0.0,0.0,0.0,1188.4,1033.0,1092.2,1663.2,1233.8000000000002,0.0,0.0,0.0,0.0,0.0,5942.0,5165.0,5461.0,8316.0,6169.0,0.0,0.0,0.0,0.0,0.0,788420.0,1027570.0,1292270.0,1574.4,2051.0,2585.2000000000003,522.2
ID5295,4459,3471580.0,6972.0,34860.0,657200.0,646200.0,631180.0,672300.0,864700.0,0.0,0.0,0.0,0.0,0.0,1314.4,1436.0,1147.6000000000001,1344.6000000000001,1729.4,0.0,0.0,0.0,0.0,0.0,6572.0,7180.0,5738.0,6723.0,8647.0,0.0,0.0,0.0,0.0,0.0,1231260.0,1147080.0,1093240.0,2463.6,2327.8,2180.6,635.0
ID8631,4024,7413370.0,10495.4,38213.0,699800.0,500580.0,577940.0,765900.0,917400.0,910800.0,749100.0,767050.0,801000.0,723800.0,1399.6000000000001,1112.4,1050.8000000000002,1531.8000000000002,1834.8,759.0,681.0,667.0,801.0,658.0,6998.0,5562.0,5254.0,7659.0,9174.0,759.0,681.0,667.0,801.0,658.0,2345670.0,2747920.0,2319780.0,3392.2000000000003,3944.6,3158.6,1033.2
ID8493,3964,3830580.0,7741.8,38709.0,576000.0,896400.0,652080.0,908400.0,797700.0,0.0,0.0,0.0,0.0,0.0,1152.0000000000002,1992.0,1185.6,1816.8000000000002,1595.4,0.0,0.0,0.0,0.0,0.0,5760.0,9960.0,5928.0,9084.0,7977.0,0.0,0.0,0.0,0.0,0.0,1174780.0,1610600.0,1045200.0,2371.2000000000003,3242.6000000000004,2128.0,564.0
ID6166,3639,3277340.0,6572.8,32864.0,583800.0,679410.0,730730.0,666500.0,616900.0,0.0,0.0,0.0,0.0,0.0,1167.6000000000001,1509.8000000000002,1328.6000000000001,1333.0,1233.8000000000002,0.0,0.0,0.0,0.0,0.0,5838.0,7549.0,6643.0,6665.0,6169.0,0.0,0.0,0.0,0.0,0.0,844680.0,1195460.0,1237200.0,1668.8000000000002,2391.8,2512.2000000000003,360.6
ID2979,4136,3270080.0,6543.8,32719.0,380800.0,649980.0,774400.0,857500.0,607400.0,0.0,0.0,0.0,0.0,0.0,761.6,1444.4,1408.0,1715.0000000000002,1214.8000000000002,0.0,0.0,0.0,0.0,0.0,3808.0,7222.0,7040.0,8575.0,6074.0,0.0,0.0,0.0,0.0,0.0,1161370.0,1065640.0,1043070.0,2313.4,2114.2000000000003,2116.2000000000003,613.2
ID9941,4967,3843290.0,7635.400000000001,38177.0,941900.0,620370.0,1039720.0,697000.0,544300.0,0.0,0.0,0.0,0.0,0.0,1883.8000000000002,1378.6000000000001,1890.4,1394.0,1088.6000000000001,0.0,0.0,0.0,0.0,0.0,9419.0,6893.0,9452.0,6970.0,5443.0,0.0,0.0,0.0,0.0,0.0,1410670.0,1071680.0,1360940.0,2807.0,2102.2000000000003,2726.2000000000003,596.6
ID1110,4051,3320060.0,6599.400000000001,32997.0,670700.0,452880.0,777480.0,766700.0,652300.0,0.0,0.0,0.0,0.0,0.0,1341.4,1006.4000000000001,1413.6000000000001,1533.4,1304.6,0.0,0.0,0.0,0.0,0.0,6707.0,5032.0,7068.0,7667.0,6523.0,0.0,0.0,0.0,0.0,0.0,1267980.0,1029470.0,1022610.0,2527.0,2028.6000000000001,2043.8000000000002,552.6
ID7864,4359,3465290.0,6902.0,34510.0,637700.0,601110.0,891880.0,550400.0,784200.0,0.0,0.0,0.0,0.0,0.0,1275.4,1335.8000000000002,1621.6000000000001,1100.8,1568.4,0.0,0.0,0.0,0.0,0.0,6377.0,6679.0,8108.0,5504.0,7842.0,0.0,0.0,0.0,0.0,0.0,948020.0,1203330.0,1313940.0,1907.8000000000002,2382.6000000000004,2611.6000000000004,702.4000000000001
ID1734,4648,3239010.0,6516.8,32584.0,680100.0,653580.0,585530.0,499600.0,820200.0,0.0,0.0,0.0,0.0,0.0,1360.2,1452.4,1064.6,999.2,1640.4,0.0,0.0,0.0,0.0,0.0,6801.0,7262.0,5323.0,4996.0,8202.0,0.0,0.0,0.0,0.0,0.0,1087620.0,811040.0,1340350.0,2180.6000000000004,1650.0,2686.2000000000003,672.2
ID8228,5406,3752980.0,7460.6,37303.0,546300.0,667530.0,1065350.0,798200.0,675600.0,0.0,0.0,0.0,0.0,0.0,1092.6000000000001,1483.4,1937.0000000000002,1596.4,1351.2,0.0,0.0,0.0,0.0,0.0,5463.0,7417.0,9685.0,7982.0,6756.0,0.0,0.0,0.0,0.0,0.0,1233940.0,1465750.0,1053290.0,2443.0,2911.6,2106.0,527.2
ID3807,5632,3403380.0,6814.400000000001,34072.0,606500.0,624330.0,721050.0,992900.0,458600.0,0.0,0.0,0.0,0.0,0.0,1213.0,1387.4,1311.0,1985.8000000000002,917.2,0.0,0.0,0.0,0.0,0.0,6065.0,6937.0,6555.0,9929.0,4586.0,0.0,0.0,0.0,0.0,0.0,1185940.0,973120.0,1244320.0,2352.8,1961.6000000000001,2500.0,435.6
ID5879,4879,3659560.0,7329.6,36648.0,815300.0,705420.0,804540.0,713100.0,621200.0,0.0,0.0,0.0,0.0,0.0,1630.6000000000001,1567.6000000000001,1462.8000000000002,1426.2,1242.4,0.0,0.0,0.0,0.0,0.0,8153.0,7838.0,7314.0,7131.0,6212.0,0.0,0.0,0.0,0.0,0.0,988210.0,1406810.0,1264540.0,1965.4,2838.6000000000004,2525.6000000000004,817.6
ID2673,5685,3522270.0,7028.200000000001,35141.0,799200.0,528480.0,735790.0,661700.0,797100.0,0.0,0.0,0.0,0.0,0.0,1598.4,1174.4,1337.8000000000002,1323.4,1594.2,0.0,0.0,0.0,0.0,0.0,7992.0,5872.0,6689.0,6617.0,7971.0,0.0,0.0,0.0,0.0,0.0,1234630.0,1202230.0,1085410.0,2466.4,2391.4,2170.4,556.4
ID6055,4779,6488470.0,12989.6,64948.0,1251300.0,1450710.0,1703460.0,1200100.0,882900.0,0.0,0.0,0.0,0.0,0.0,2502.6000000000004,3223.8,3097.2000000000003,2400.2000000000003,1765.8000000000002,0.0,0.0,0.0,0.0,0.0,12513.0,16119.0,15486.0,12001.0,8829.0,0.0,0.0,0.0,0.0,0.0,2025970.0,2165550.0,2296950.0,4043.0,4361.2,4585.400000000001,1027.6000000000001
ID3715,4303,2960820.0,5961.0,29805.0,543600.0,694260.0,632060.0,404900.0,686000.0,0.0,0.0,0.0,0.0,0.0,1087.2,1542.8000000000002,1149.2,809.8000000000001,1372.0,0.0,0.0,0.0,0.0,0.0,5436.0,7714.0,5746.0,4049.0,6860.0,0.0,0.0,0.0,0.0,0.0,1092810.0,798940.0,1069070.0,2222.4,1600.0,2138.6,536.8000000000001
ID9780,3544,3820990.0,7591.8,37959.0,992400.0,491130.0,876260.0,736500.0,724700.0,0.0,0.0,0.0,0.0,0.0,1984.8000000000002,1091.4,1593.2,1473.0,1449.4,0.0,0.0,0.0,0.0,0.0,9924.0,5457.0,7966.0,7365.0,7247.0,0.0,0.0,0.0,0.0,0.0,1083310.0,1327340.0,1410340.0,2192.2000000000003,2637.4,2762.2000000000003,637.8000000000001
ID6863,3606,3781390.0,7601.400000000001,38007.0,649400.0,818100.0,787490.0,739200.0,787200.0,0.0,0.0,0.0,0.0,0.0,1298.8000000000002,1818.0,1431.8000000000002,1478.4,1574.4,0.0,0.0,0.0,0.0,0.0,6494.0,9090.0,7159.0,7392.0,7872.0,0.0,0.0,0.0,0.0,0.0,1007540.0,1448230.0,1325620.0,2036.0,2918.0,2647.4,517.4000000000001
ID5591,3886,3342890.0,6655.8,33279.0,610100.0,562950.0,852940.0,680100.0,636800.0,0.0,0.0,0.0,0.0,0.0,1220.2,1251.0,1550.8000000000002,1360.2,1273.6000000000001,0.0,0.0,0.0,0.0,0.0,6101.0,6255.0,7754.0,6801.0,6368.0,0.0,0.0,0.0,0.0,0.0,959630.0,1348230.0,1035030.0,1904.4,2683.6,2067.8,782.4000000000001
ID9919,3210,3771040.0,7519.200000000001,37596.0,716000.0,686520.0,964920.0,623800.0,779800.0,0.0,0.0,0.0,0.0,0.0,1432.0,1525.6000000000001,1754.4,1247.6000000000001,1559.6000000000001,0.0,0.0,0.0,0.0,0.0,7160.0,7628.0,8772.0,6238.0,7798.0,0.0,0.0,0.0,0.0,0.0,1140690.0,1297590.0,1332760.0,2289.4,2558.8,2671.0,655.0
ID4975,4832,3700590.0,7372.0,36860.0,681900.0,596880.0,890010.0,799700.0,732100.0,0.0,0.0,0.0,0.0,0.0,1363.8,1326.4,1618.2,1599.4,1464.2,0.0,0.0,0.0,0.0,0.0,6819.0,6632.0,8091.0,7997.0,7321.0,0.0,0.0,0.0,0.0,0.0,1161090.0,1286350.0,1253150.0,2334.4,2563.4,2474.2000000000003,531.6
ID3946,5044,18810070.0,26056.600000000002,92431.0,1574000.0,1372680.0,1845140.0,1694500.0,1825700.0,2035200.0,1772100.0,2167750.0,1751000.0,2772000.0,3148.0,3050.4,3354.8,3389.0,3651.4,1696.0,1611.0,1885.0,1751.0,2520.0,15740.0,15252.0,16774.0,16945.0,18257.0,1696.0,1611.0,1885.0,1751.0,2520.0,6400050.0,5390640.0,7019380.0,9120.4,7658.200000000001,9278.0,2139.0
ID7416,3642,3627100.0,7240.200000000001,36201.0,842600.0,602910.0,813890.0,736700.0,631000.0,0.0,0.0,0.0,0.0,0.0,1685.2,1339.8000000000002,1479.8000000000002,1473.4,1262.0,0.0,0.0,0.0,0.0,0.0,8426.0,6699.0,7399.0,7367.0,6310.0,0.0,0.0,0.0,0.0,0.0,1238060.0,1288930.0,1100110.0,2461.6000000000004,2590.4,2188.2000000000003,820.2
ID6026,4395,3665230.0,7333.0,36665.0,604500.0,714420.0,859210.0,922900.0,564200.0,0.0,0.0,0.0,0.0,0.0,1209.0000000000002,1587.6000000000001,1562.2,1845.8000000000002,1128.4,0.0,0.0,0.0,0.0,0.0,6045.0,7938.0,7811.0,9229.0,5642.0,0.0,0.0,0.0,0.0,0.0,1306940.0,1165630.0,1192660.0,2599.2000000000003,2327.0,2406.8,555.0
ID7321,5905,3431460.0,6891.6,34458.0,736600.0,538200.0,500060.0,761100.0,895500.0,0.0,0.0,0.0,0.0,0.0,1473.2,1196.0,909.2,1522.2,1791.0,0.0,0.0,0.0,0.0,0.0,7366.0,5980.0,4546.0,7611.0,8955.0,0.0,0.0,0.0,0.0,0.0,1323170.0,1031370.0,1076920.0,2660.4,2071.6,2159.6,502.20000000000005
ID3582,5368,3958490.0,7942.000000000001,39710.0,853600.0,784620.0,821370.0,699800.0,799100.0,0.0,0.0,0.0,0.0,0.0,1707.2,1743.6000000000001,1493.4,1399.6000000000001,1598.2,0.0,0.0,0.0,0.0,0.0,8536.0,8718.0,7467.0,6998.0,7991.0,0.0,0.0,0.0,0.0,0.0,1385200.0,1217420.0,1355870.0,2773.2000000000003,2462.2000000000003,2706.6000000000004,706.4000000000001
ID4625,3445,3870600.0,7749.200000000001,38746.0,719900.0,936990.0,1101210.0,568900.0,543600.0,0.0,0.0,0.0,0.0,0.0,1439.8000000000002,2082.2000000000003,2002.2,1137.8,1087.2,0.0,0.0,0.0,0.0,0.0,7199.0,10411.0,10011.0,5689.0,5436.0,0.0,0.0,0.0,0.0,0.0,1171760.0,1367740.0,1331100.0,2339.4,2760.2000000000003,2649.6,654.2
ID3447,5947,3659420.0,7363.0,36815.0,1018800.0,663300.0,567820.0,693100.0,716400.0,0.0,0.0,0.0,0.0,0.0,2037.6000000000001,1474.0,1032.4,1386.2,1432.8,0.0,0.0,0.0,0.0,0.0,10188.0,7370.0,5162.0,6931.0,7164.0,0.0,0.0,0.0,0.0,0.0,1320050.0,1143360.0,1196010.0,2673.0,2290.2000000000003,2399.8,518.4000000000001
ID4092,4738,3476360.0,6952.8,34764.0,841600.0,606870.0,741290.0,664600.0,622000.0,0.0,0.0,0.0,0.0,0.0,1683.2,1348.6000000000001,1347.8000000000002,1329.2,1244.0,0.0,0.0,0.0,0.0,0.0,8416.0,6743.0,6739.0,6646.0,6220.0,0.0,0.0,0.0,0.0,0.0,1084730.0,1201240.0,1190390.0,2131.2000000000003,2422.6000000000004,2399.0,716.4000000000001
ID6025,5479,3532600.0,7046.6,35233.0,677000.0,677430.0,930270.0,670400.0,577500.0,0.0,0.0,0.0,0.0,0.0,1354.0,1505.4,1691.4,1340.8000000000002,1155.0,0.0,0.0,0.0,0.0,0.0,6770.0,7527.0,8457.0,6704.0,5775.0,0.0,0.0,0.0,0.0,0.0,1109030.0,1187820.0,1235750.0,2174.4,2384.0,2488.2000000000003,578.2
ID9440,4859,7048900.0,14125.800000000001,70629.0,1607600.0,1202760.0,1316040.0,1549600.0,1372900.0,0.0,0.0,0.0,0.0,0.0,3215.2000000000003,2672.8,2392.8,3099.2000000000003,2745.8,0.0,0.0,0.0,0.0,0.0,16076.0,13364.0,11964.0,15496.0,13729.0,0.0,0.0,0.0,0.0,0.0,2259560.0,2621650.0,2167690.0,4558.200000000001,5251.400000000001,4316.2,1434.0
ID8194,4995,3143370.0,6270.8,31354.0,589200.0,498330.0,696740.0,793700.0,565400.0,0.0,0.0,0.0,0.0,0.0,1178.4,1107.4,1266.8,1587.4,1130.8,0.0,0.0,0.0,0.0,0.0,5892.0,5537.0,6334.0,7937.0,5654.0,0.0,0.0,0.0,0.0,0.0,1041230.0,1007320.0,1094820.0,2059.2000000000003,2022.4,2189.2000000000003,659.8000000000001
ID2846,3043,3765910.0,7548.6,37743.0,939400.0,669060.0,725450.0,809600.0,622400.0,0.0,0.0,0.0,0.0,0.0,1878.8000000000002,1486.8000000000002,1319.0,1619.2,1244.8000000000002,0.0,0.0,0.0,0.0,0.0,9394.0,7434.0,6595.0,8096.0,6224.0,0.0,0.0,0.0,0.0,0.0,1328530.0,1166690.0,1270690.0,2673.8,2340.8,2534.0,446.8
ID4192,4090,3623990.0,7257.0,36285.0,644000.0,667800.0,766590.0,793800.0,751800.0,0.0,0.0,0.0,0.0,0.0,1288.0000000000002,1484.0,1393.8,1587.6000000000001,1503.6000000000001,0.0,0.0,0.0,0.0,0.0,6440.0,7420.0,6969.0,7938.0,7518.0,0.0,0.0,0.0,0.0,0.0,927400.0,1354860.0,1341730.0,1847.8000000000002,2747.4,2661.8,712.2
ID8119,3905,3533790.0,7073.8,35369.0,551500.0,741060.0,871530.0,748900.0,620800.0,0.0,0.0,0.0,0.0,0.0,1103.0,1646.8000000000002,1584.6000000000001,1497.8000000000002,1241.6,0.0,0.0,0.0,0.0,0.0,5515.0,8234.0,7923.0,7489.0,6208.0,0.0,0.0,0.0,0.0,0.0,1050210.0,1241220.0,1242360.0,2111.6,2454.0,2508.2000000000003,597.0
ID9823,4843,3062420.0,6104.0,30520.0,603700.0,532350.0,765270.0,524100.0,637000.0,0.0,0.0,0.0,0.0,0.0,1207.4,1183.0,1391.4,1048.2,1274.0,0.0,0.0,0.0,0.0,0.0,6037.0,5915.0,6957.0,5241.0,6370.0,0.0,0.0,0.0,0.0,0.0,1018020.0,813370.0,1231030.0,2032.6000000000001,1642.0,2429.4,542.4000000000001
ID8893,3301,2996540.0,6050.0,30250.0,543700.0,646110.0,476630.0,573100.0,757000.0,0.0,0.0,0.0,0.0,0.0,1087.4,1435.8000000000002,866.6,1146.2,1514.0,0.0,0.0,0.0,0.0,0.0,5437.0,7179.0,4333.0,5731.0,7570.0,0.0,0.0,0.0,0.0,0.0,840960.0,1093580.0,1062000.0,1693.2,2216.4,2140.4,330.0
ID5021,3470,3462240.0,6911.8,34559.0,697200.0,625230.0,833910.0,637800.0,668100.0,0.0,0.0,0.0,0.0,0.0,1394.4,1389.4,1516.2,1275.6000000000001,1336.2,0.0,0.0,0.0,0.0,0.0,6972.0,6947.0,7581.0,6378.0,6681.0,0.0,0.0,0.0,0.0,0.0,1285540.0,1091840.0,1084860.0,2574.4,2140.2000000000003,2197.2000000000003,482.6
ID8735,3933,4127200.0,8244.4,41222.0,766000.0,705420.0,917180.0,866900.0,871700.0,0.0,0.0,0.0,0.0,0.0,1532.0,1567.6000000000001,1667.6000000000001,1733.8000000000002,1743.4,0.0,0.0,0.0,0.0,0.0,7660.0,7838.0,8338.0,8669.0,8717.0,0.0,0.0,0.0,0.0,0.0,1529580.0,1453350.0,1144270.0,3049.2000000000003,2890.2000000000003,2305.0,724.0
ID7332,4799,3765460.0,7548.8,37744.0,779600.0,697680.0,754380.0,921300.0,612500.0,0.0,0.0,0.0,0.0,0.0,1559.2,1550.4,1371.6000000000001,1842.6000000000001,1225.0,0.0,0.0,0.0,0.0,0.0,7796.0,7752.0,6858.0,9213.0,6125.0,0.0,0.0,0.0,0.0,0.0,1319120.0,1306900.0,1139440.0,2624.0,2640.8,2284.0,621.4
